id,block,model,method,trial_id,task_trial_id,luminance,pupilDiameter,pupil_lum_base,adj_pupil,total_time,target_id,IPA,seq,PointPlaced,Move,Draw,Erase,PointDeleted
112,0,D,unimanual,2.0,2.0,0.20624208450317383,3.5973401069641113,2.968522548675537,0.6288179159164429,32.692,1,0.09445040881285281,2,0,0,1,0,0
114,2,A,bimanual,3.0,3.0,0.28406548500061035,3.8601267337799072,3.7401742935180664,0.11995232850313187,47.3708,1,0.10737378748150488,0,11,0,0,0,0
114,2,A,unimanual,1.0,5.0,0.26375290751457214,4.0326642990112305,3.775275707244873,0.2573886811733246,41.5676,2,0.0984222906803933,0,0,0,7,0,0
114,2,B,bimanual,2.0,2.0,0.3089348077774048,3.7565419673919678,3.698387384414673,0.05815456062555313,45.487,1,0.06714639032196694,0,8,0,0,0,0
114,2,B,unimanual,3.0,7.0,0.2418016791343689,3.8709187507629395,3.819020986557007,0.05189792066812515,48.8072,2,0.16651645494793238,0,0,0,9,4,0
114,2,C,bimanual,0.0,0.0,0.2970121204853058,3.6372249126434326,3.7190232276916504,-0.08179822564125061,68.2284,1,0.08909281243735662,0,8,2,0,0,2
114,2,C,unimanual,2.0,6.0,0.20831552147865295,3.9815330505371094,3.883291006088257,0.09824227541685104,30.0081,2,0.06839524242693677,0,0,0,7,0,0
114,2,D,bimanual,1.0,1.0,0.28474053740501404,3.632519006729126,3.738276481628418,-0.10575778782367706,36.08,1,0.11381776069246725,0,5,0,0,0,0
114,2,D,unimanual,0.0,4.0,0.19948254525661469,4.014826774597168,3.899308443069458,0.11551832407712936,23.9358,2,0.17241304994375026,0,0,0,6,0,0
116,0,A,bimanual,2.0,6.0,0.2422134280204773,3.610703229904175,3.1141436100006104,0.4965595006942749,125.888,2,0.19970603271983642,0,11,26,0,0,1
116,0,A,unimanual,0.0,0.0,0.23712535202503204,3.971074104309082,3.1225380897521973,0.8485360145568848,113.6205,1,0.1937658480646755,0,0,0,1,0,0
116,0,B,bimanual,0.0,4.0,0.2760171592235565,3.4968883991241455,3.0627410411834717,0.4341476857662201,105.663,2,0.19876124420752947,0,6,9,0,0,0
116,0,B,unimanual,1.0,1.0,0.2461070716381073,3.6181764602661133,3.1079063415527344,0.5102697014808655,78.7471,1,0.16516031985201635,0,0,0,1,0,0
116,0,C,bimanual,1.0,5.0,0.26872017979621887,3.4760913848876953,3.0711400508880615,0.40495166182518005,197.5057,2,0.18735239669287576,0,7,11,0,0,0
116,0,C,unimanual,3.0,3.0,0.21445249021053314,3.776211738586426,3.1761651039123535,0.6000465750694275,39.221,1,0.178636594471963,0,0,0,1,0,0
116,0,D,bimanual,3.0,7.0,0.1959664523601532,3.7846338748931885,3.2037353515625,0.5808985233306885,81.7185,2,0.2582701801250028,0,7,10,0,0,0
116,0,D,unimanual,2.0,2.0,0.20105768740177155,3.8500101566314697,3.199694871902466,0.6503149271011353,37.1068,1,0.3793010024383636,0,0,0,1,0,0
117,1,A,bimanual,3.0,7.0,0.2701680362224579,4.248850345611572,4.121146202087402,0.12770389020442963,50.5491,1,0.09952724558347849,1,8,4,0,0,0
117,1,A,unimanual,2.0,2.0,0.2215643972158432,4.669795989990234,4.222785949707031,0.447010338306427,33.9763,2,0.09019626707715989,1,0,0,1,0,0
117,1,B,bimanual,2.0,6.0,0.284807413816452,3.955617666244507,4.097184658050537,-0.14156679809093475,102.9311,1,0.13634858489647247,2,10,10,0,0,3
117,1,B,unimanual,0.0,0.0,0.27413409948349,4.565771102905273,4.121373653411865,0.4443967938423157,106.4424,2,0.11348762606583795,2,0,0,2,17,0
117,1,C,bimanual,0.0,4.0,0.23823769390583038,4.334503650665283,4.189842700958252,0.14466093480587006,43.3727,1,0.1177631594442521,0,5,0,0,0,4
117,1,C,unimanual,1.0,1.0,0.21451206505298615,4.512818336486816,4.248592853546143,0.26422613859176636,29.4171,2,0.1399271679091033,0,0,0,1,0,0
117,1,D,bimanual,1.0,5.0,0.2570215165615082,4.217454433441162,4.14711856842041,0.07033592462539673,30.1043,1,0.10226656803624327,0,5,0,0,0,0
117,1,D,unimanual,3.0,3.0,0.21793633699417114,4.578886032104492,4.244919300079346,0.33396652340888977,18.1383,2,0.11507479861910243,0,0,0,2,0,0
118,2,A,bimanual,3.0,3.0,0.23360922932624817,4.191834449768066,4.072953224182129,0.11888088285923004,42.8183,1,0.2635374390869146,0,5,8,0,0,0
118,2,A,unimanual,1.0,5.0,0.22646501660346985,4.206629276275635,4.094269752502441,0.11235968768596649,54.1993,2,0.24432186586729562,0,0,0,6,10,0
118,2,B,bimanual,2.0,2.0,0.26069048047065735,4.255307197570801,4.0006232261657715,0.25468385219573975,51.2262,1,0.15952938830450172,0,6,6,0,0,0
118,2,B,unimanual,3.0,7.0,0.2427661269903183,4.23773193359375,4.047693729400635,0.19003868103027344,34.8771,2,0.20651343369886213,0,0,0,6,0,0
118,2,C,bimanual,0.0,0.0,0.2237924337387085,4.381277084350586,4.1034674644470215,0.27780964970588684,73.08,1,0.19404745569134257,1,6,10,0,0,0
118,2,C,unimanual,2.0,6.0,0.20165474712848663,4.3507256507873535,4.171035289764404,0.1796901524066925,22.0792,2,0.37631651982482467,0,0,0,1,0,0
118,2,D,bimanual,1.0,1.0,0.20895613729953766,4.326735973358154,4.148841857910156,0.17789453268051147,52.3836,1,0.25068504509438294,0,7,8,0,0,0
118,2,D,unimanual,0.0,4.0,0.20139171183109283,4.501625061035156,4.169173717498779,0.3324516713619232,46.5315,2,0.28346216325240126,0,0,0,6,7,0
119,3,A,bimanual,1.0,1.0,0.2351934015750885,3.2563445568084717,3.045421600341797,0.21092277765274048,69.0619,2,0.2174685214315228,1,7,12,0,0,0
119,3,A,unimanual,0.0,4.0,0.211516872048378,3.3785483837127686,3.081101417541504,0.29744699597358704,36.6252,1,0.169098395538057,0,0,0,11,1,0
119,3,B,bimanual,3.0,3.0,0.24116022884845734,3.2015955448150635,3.036771297454834,0.16482411324977875,40.2411,2,0.25240032711082394,0,8,2,0,0,0
119,3,B,unimanual,1.0,5.0,0.23707936704158783,3.287954092025757,3.0412368774414062,0.24671730399131775,22.9005,1,0.23328076740041245,0,0,0,5,0,0
119,3,C,bimanual,2.0,2.0,0.21657535433769226,3.1379880905151367,3.074738025665283,0.06324993073940277,37.9823,2,0.15934815979433464,1,7,5,0,0,0
119,3,C,unimanual,3.0,7.0,0.1918860822916031,3.259779691696167,3.1146130561828613,0.1451665461063385,15.0836,1,0.21303338233101127,0,0,0,1,0,0
119,3,D,bimanual,0.0,0.0,0.21978625655174255,3.2102482318878174,3.069401741027832,0.14084620773792267,85.2242,2,0.234747845601647,2,11,12,0,0,0
119,3,D,unimanual,2.0,6.0,0.18746186792850494,3.4450695514678955,3.12058424949646,0.32448506355285645,11.2614,1,0.19919326726756637,0,0,0,3,0,0
120,0,A,bimanual,2.0,6.0,0.3234986662864685,2.9341464042663574,2.2604594230651855,0.6736869812011719,67.1165,2,0.07485466965885733,2,6,17,0,0,0
120,0,A,unimanual,0.0,0.0,0.29074615240097046,3.0470223426818848,2.295670986175537,0.7513517141342163,42.0142,1,0.214660347702061,0,0,0,3,0,0
120,0,B,bimanual,0.0,4.0,0.27925989031791687,2.8374695777893066,2.2997374534606934,0.5377318263053894,114.8506,2,0.13935485669094924,3,9,20,0,0,3
120,0,B,unimanual,1.0,1.0,0.29104211926460266,2.9506776332855225,2.29343318939209,0.6572447419166565,29.4719,1,0.2721736467866499,0,0,0,1,0,0
120,0,C,bimanual,1.0,5.0,0.23707939684391022,2.8094685077667236,2.3482792377471924,0.4611893594264984,92.0437,2,0.11955001374825157,2,8,24,0,0,0
120,0,C,unimanual,3.0,3.0,0.18441174924373627,2.9270994663238525,2.4284729957580566,0.4986264705657959,25.553,1,0.23530795929172305,0,0,0,1,0,0
120,0,D,bimanual,3.0,7.0,0.1822545826435089,2.839261531829834,2.4363932609558105,0.40286827087402344,78.3635,2,0.06383828995095943,1,6,23,0,0,0
120,0,D,unimanual,2.0,2.0,0.20614850521087646,3.0812392234802246,2.394132137298584,0.6871070861816406,20.5148,1,0.39014303619064344,0,0,0,1,0,0
121,1,A,bimanual,3.0,7.0,0.2686299681663513,3.224637269973755,2.9231162071228027,0.3015211522579193,52.1151,1,0.19606882015587473,0,12,0,0,0,2
121,1,A,unimanual,2.0,2.0,0.21989549696445465,3.5725715160369873,2.994432210922241,0.57813960313797,34.2889,2,0.2111543810009321,0,0,0,1,0,0
121,1,B,bimanual,2.0,6.0,0.2535918056964874,3.1042001247406006,2.9466137886047363,0.15758652985095978,38.2343,1,0.07944242013388696,0,8,0,0,0,0
121,1,B,unimanual,0.0,0.0,0.23187372088432312,3.4771933555603027,2.977588176727295,0.49960511922836304,47.4746,2,0.10869659736171619,0,0,0,1,0,0
121,1,C,bimanual,0.0,4.0,0.2601279616355896,3.256045341491699,2.9422316551208496,0.3138137757778168,42.8396,1,0.19188931824123845,0,8,0,0,0,0
121,1,C,unimanual,1.0,1.0,0.16819803416728973,3.6135029792785645,3.0809547901153564,0.5325482487678528,47.503,2,0.2837721615143829,0,0,0,4,4,0
121,1,D,bimanual,1.0,5.0,0.23972851037979126,3.216266632080078,2.96579909324646,0.25046756863594055,29.405,1,0.31606450525369445,0,6,0,0,0,0
121,1,D,unimanual,3.0,3.0,0.19749358296394348,3.289912700653076,3.030359983444214,0.2595529556274414,27.7722,2,0.22519817439346626,0,0,0,1,0,0
122,2,A,bimanual,3.0,3.0,0.27480679750442505,3.8772435188293457,3.247488260269165,0.6297550797462463,78.6886,1,0.08906872288175492,2,14,7,0,0,0
122,2,A,unimanual,1.0,5.0,0.21462883055210114,4.046832084655762,3.4096951484680176,0.6371369361877441,44.987,2,0.06821421993628791,1,0,0,1,0,0
122,2,B,bimanual,2.0,2.0,0.26412492990493774,3.7094333171844482,3.2733278274536133,0.43610572814941406,37.7737,1,0.15917568220044462,2,8,1,0,0,0
122,2,B,unimanual,3.0,7.0,0.23730970919132233,3.8935675621032715,3.341775894165039,0.5517915487289429,37.6248,2,0.1363010617852713,1,0,0,1,0,0
122,2,C,bimanual,0.0,0.0,0.23486009240150452,4.099055767059326,3.367671012878418,0.7313847541809082,134.3593,1,0.1575366666591649,4,18,10,0,0,0
122,2,C,unimanual,2.0,6.0,0.19841055572032928,4.2169413566589355,3.467360258102417,0.7495816349983215,45.6964,2,0.19797275894836872,1,0,0,1,3,0
122,2,D,bimanual,1.0,1.0,0.25797349214553833,3.9232053756713867,3.287250280380249,0.6359551548957825,64.3668,1,0.09510163194400416,3,14,3,0,0,0
122,2,D,unimanual,0.0,4.0,0.20925019681453705,4.265333652496338,3.4316580295562744,0.8336756229400635,43.2941,2,0.21275690396153354,2,0,0,1,0,0
124,0,A,bimanual,2.0,6.0,0.24811749160289764,3.0832974910736084,2.7840752601623535,0.2992221713066101,60.573,2,0.21822369271418235,3,6,2,0,0,4
124,0,A,unimanual,0.0,0.0,0.2189583033323288,3.2209572792053223,2.8308629989624023,0.3900942802429199,63.1061,1,0.27496255656950247,1,0,0,4,2,0
124,0,B,bimanual,0.0,4.0,0.29269251227378845,2.907191038131714,2.714141607284546,0.1930495947599411,22.099,2,0.09285568369639906,1,5,0,0,0,0
124,0,B,unimanual,1.0,1.0,0.2456084042787552,3.1513404846191406,2.786815881729126,0.3645247519016266,34.1954,1,0.3034790842215154,1,0,0,1,0,0
124,0,C,bimanual,1.0,5.0,0.2841889262199402,2.9852352142333984,2.727267265319824,0.25796791911125183,27.5186,2,0.30381862028369067,2,6,0,0,0,0
124,0,C,unimanual,3.0,3.0,0.20734186470508575,3.156019687652588,2.8526980876922607,0.30332162976264954,25.9985,1,0.19570467381902015,1,0,0,1,0,0
124,0,D,bimanual,3.0,7.0,0.2683129906654358,3.086216926574707,2.7533414363861084,0.33287543058395386,22.5449,2,0.14092049265804235,1,6,0,0,0,0
124,0,D,unimanual,2.0,2.0,0.20298950374126434,3.237379312515259,2.861192464828491,0.37618666887283325,53.661,1,0.2477195509797308,1,0,0,2,1,0
125,1,A,bimanual,3.0,7.0,0.24903076887130737,4.210042953491211,3.753166913986206,0.4568764269351959,53.8143,1,0.11372876826057535,0,11,5,0,0,0
125,1,A,unimanual,2.0,2.0,0.24474309384822845,4.572011470794678,3.765702247619629,0.8063096404075623,39.1062,2,0.1534978318431252,1,0,0,2,0,0
125,1,B,bimanual,2.0,6.0,0.28674936294555664,4.077757358551025,3.6607868671417236,0.41697022318840027,36.9191,1,0.11106113360099067,0,7,2,0,0,0
125,1,B,unimanual,0.0,0.0,0.2615203559398651,4.41845703125,3.721017837524414,0.6974391341209412,56.5858,2,0.14381014185072866,1,0,0,4,0,0
125,1,C,bimanual,0.0,4.0,0.21410898864269257,4.393206596374512,3.854203939437866,0.5390027761459351,52.2082,1,0.13690217752692083,0,7,7,0,0,0
125,1,C,unimanual,1.0,1.0,0.20224259793758392,4.723665714263916,3.8850646018981934,0.8386010527610779,33.5957,2,0.15307278304688313,2,0,0,1,0,0
125,1,D,bimanual,1.0,5.0,0.2288203239440918,4.360886573791504,3.8124516010284424,0.5484347343444824,43.9041,1,0.11674142008933053,0,7,3,0,0,0
125,1,D,unimanual,3.0,3.0,0.2094021886587143,4.655076503753662,3.8715810775756836,0.7834954857826233,33.6221,2,0.21460345879460305,0,0,0,1,0,0
126,2,A,bimanual,3.0,3.0,0.22892165184020996,2.767371416091919,2.364375352859497,0.402996301651001,118.4478,1,0.15289701621472856,1,25,30,0,0,0
126,2,A,unimanual,1.0,5.0,0.23548665642738342,2.9705300331115723,2.350094795227051,0.6204348802566528,113.3846,2,0.2207298919483033,2,0,0,34,5,0
126,2,B,bimanual,2.0,2.0,0.2993248403072357,2.6514720916748047,2.274561882019043,0.3769102096557617,130.3037,1,0.10766597093941635,1,20,26,0,0,0
126,2,B,unimanual,3.0,7.0,0.2528054118156433,2.767366647720337,2.328793525695801,0.4385731518268585,85.784,2,0.15199256405609693,1,0,0,12,3,0
126,2,C,bimanual,0.0,0.0,0.272609680891037,2.941646099090576,2.3100550174713135,0.6315906643867493,159.0326,1,0.12592246072635854,1,17,33,0,0,0
126,2,C,unimanual,2.0,6.0,0.16455383598804474,3.114804267883301,2.4757344722747803,0.6390699148178101,150.2633,2,0.15307555410022855,1,0,0,61,18,0
126,2,D,bimanual,1.0,1.0,0.2304471880197525,2.9069576263427734,2.360267400741577,0.5466901659965515,111.2685,1,0.18899678705462009,1,17,30,0,0,2
126,2,D,unimanual,0.0,4.0,0.18404889106750488,2.953622341156006,2.4329357147216797,0.520686686038971,117.0793,2,0.15394299319914065,0,0,0,34,7,0
127,3,A,bimanual,1.0,1.0,0.2639007866382599,3.784982204437256,3.3418853282928467,0.44309690594673157,90.2169,2,0.11104818380695383,2,5,22,0,0,0
127,3,A,unimanual,0.0,4.0,0.24923677742481232,4.386595726013184,3.37089204788208,1.0157033205032349,37.8606,1,0.2905947682374635,1,0,0,6,0,0
127,3,B,bimanual,3.0,3.0,0.2849804162979126,3.8708479404449463,3.2944953441619873,0.5763525366783142,157.8131,2,0.17744452006960892,2,8,34,0,0,2
127,3,B,unimanual,1.0,5.0,0.24887318909168243,4.223499298095703,3.368023633956909,0.8554757833480835,18.0532,1,0.22171228396909332,2,0,0,3,0,0
127,3,C,bimanual,2.0,2.0,0.25471723079681396,3.726633310317993,3.369292736053467,0.3573406934738159,78.3905,2,0.21689732208359222,2,7,20,0,0,0
127,3,C,unimanual,3.0,7.0,0.20340223610401154,4.3213276863098145,3.4800498485565186,0.841278076171875,51.2592,1,0.1951767949468103,2,0,0,9,1,0
127,3,D,bimanual,0.0,0.0,0.2225448489189148,4.040901184082031,3.4307162761688232,0.6101849675178528,68.8483,2,0.18884863346223463,2,5,2,0,0,0
127,3,D,unimanual,2.0,6.0,0.18216803669929504,4.265923976898193,3.5329909324645996,0.7329328060150146,56.318,1,0.21314500787748425,3,0,0,12,5,0
128,0,A,bimanual,2.0,6.0,0.32524052262306213,3.6358137130737305,2.905259132385254,0.7305546402931213,71.154,2,0.11245889978646866,1,10,0,0,0,1
128,0,A,unimanual,0.0,0.0,0.2828950881958008,4.279960632324219,2.9456684589385986,1.3342920541763306,107.0868,1,0.11208134116532838,0,0,0,10,10,0
128,0,B,bimanual,0.0,4.0,0.2916843593120575,3.429137945175171,2.936945676803589,0.49219220876693726,217.871,2,0.08262342217952326,2,9,17,0,0,0
128,0,B,unimanual,1.0,1.0,0.2723296284675598,4.02320671081543,2.972093343734741,1.051113247871399,20.965,1,0.19205838574926778,3,0,0,1,2,0
128,0,C,bimanual,1.0,5.0,0.2806655168533325,3.6333212852478027,2.9566378593444824,0.676683247089386,54.2576,2,0.12904391364381299,0,8,0,0,0,0
128,0,C,unimanual,3.0,3.0,0.2855598032474518,4.137845516204834,2.9586260318756104,1.1792198419570923,36.4238,1,0.19225909934851632,0,0,0,5,0,0
128,0,D,bimanual,3.0,7.0,0.2779911160469055,3.628826379776001,2.9534554481506348,0.6753706932067871,44.676,2,0.15677035159110708,0,6,1,0,0,0
128,0,D,unimanual,2.0,2.0,0.22898750007152557,4.232635498046875,3.0355262756347656,1.197109341621399,33.0612,1,0.15131019497831724,0,0,0,6,0,0
131,3,A,bimanual,1.0,1.0,0.27326539158821106,2.6032400131225586,2.3822877407073975,0.22095242142677307,123.297,2,0.1218393848248234,0,10,28,0,0,0
131,3,A,unimanual,0.0,4.0,0.22635793685913086,2.873521327972412,2.437562942504883,0.4359583258628845,25.0698,1,0.2454680461970863,0,0,0,1,0,0
131,3,B,bimanual,3.0,3.0,0.2657441198825836,2.562913179397583,2.3910605907440186,0.1718527376651764,107.7804,2,0.11135413119186965,0,13,27,0,0,1
131,3,B,unimanual,1.0,5.0,0.24987001717090607,2.647542715072632,2.415494918823242,0.23204755783081055,26.0495,1,0.23064681053902159,0,0,0,1,0,0
131,3,C,bimanual,2.0,2.0,0.209654301404953,2.6962318420410156,2.468050003051758,0.2281816005706787,103.5176,2,0.15468711630344198,0,8,34,0,0,0
131,3,C,unimanual,3.0,7.0,0.18786153197288513,2.809731960296631,2.5041425228118896,0.3055896461009979,28.1491,1,0.25559758715877723,0,0,0,2,0,0
131,3,D,bimanual,0.0,0.0,0.21057988703250885,2.568007230758667,2.4656381607055664,0.10236895829439163,130.0283,2,0.16151224685839455,0,9,38,0,0,0
131,3,D,unimanual,2.0,6.0,0.19388921558856964,2.798079252243042,2.491865634918213,0.30621376633644104,26.2571,1,0.23577306057009925,0,0,0,1,0,0
132,0,A,bimanual,2.0,6.0,0.2440236359834671,4.436832427978516,3.2813210487365723,1.1555110216140747,118.1754,2,0.09310348621772166,2,11,0,0,0,4
132,0,A,unimanual,0.0,0.0,0.23823446035385132,5.004587173461914,3.291278123855591,1.7133089303970337,42.2048,1,0.16593969277451168,3,0,0,1,0,0
132,0,B,bimanual,0.0,4.0,0.2867382764816284,4.06636381149292,3.210592746734619,0.8557713627815247,43.7081,2,0.09156775441528266,1,5,0,0,0,0
132,0,B,unimanual,1.0,1.0,0.2677578628063202,4.519583225250244,3.2490017414093018,1.2705811262130737,35.6671,1,0.14023750624056905,3,0,0,1,0,0
132,0,C,bimanual,1.0,5.0,0.2646946310997009,4.028525352478027,3.2473204135894775,0.7812049984931946,29.8797,2,0.3014328106265114,0,5,0,0,0,0
132,0,C,unimanual,3.0,3.0,0.20706196129322052,4.678103446960449,3.3737874031066895,1.3043160438537598,12.4948,1,0.4011038377615197,1,0,0,1,0,0
132,0,D,bimanual,3.0,7.0,0.20328059792518616,4.320295810699463,3.36236834526062,0.957927942276001,66.1909,2,0.10580107282287841,2,15,2,0,0,0
132,0,D,unimanual,2.0,2.0,0.2077697068452835,4.561089992523193,3.3766403198242188,1.184449315071106,18.2103,1,0.16487593086202634,1,0,0,1,0,0
133,1,A,bimanual,3.0,7.0,0.28388145565986633,3.4266819953918457,3.185255527496338,0.2414265125989914,59.13,1,0.2139952921035737,1,7,2,0,0,0
133,1,A,unimanual,2.0,2.0,0.20704561471939087,3.8708243370056152,3.3360464572906494,0.534777820110321,29.4521,2,0.17525166138574994,1,0,0,13,1,0
133,1,B,bimanual,2.0,6.0,0.25247710943222046,3.354976177215576,3.2426037788391113,0.11237261444330215,69.9323,1,0.17163526933149492,2,10,6,0,0,4
133,1,B,unimanual,0.0,0.0,0.2819875478744507,3.6735873222351074,3.190868377685547,0.48271894454956055,100.1954,2,0.12102581480629818,3,0,0,5,6,0
133,1,C,bimanual,0.0,4.0,0.26685038208961487,3.587383270263672,3.2200393676757812,0.3673439621925354,41.2324,1,0.19849835990730127,2,7,1,0,0,1
133,1,C,unimanual,1.0,1.0,0.19661633670330048,4.037480354309082,3.3599934577941895,0.6774869561195374,53.7985,2,0.1704503487603525,1,0,0,13,2,0
133,1,D,bimanual,1.0,5.0,0.21694086492061615,3.496891975402832,3.3156566619873047,0.18123553693294525,15.186,1,0.14079945933007618,2,5,0,0,0,0
133,1,D,unimanual,3.0,3.0,0.2037811130285263,3.9149417877197266,3.3467369079589844,0.5682052969932556,28.938,2,0.25097251850922325,0,0,0,9,1,0
134,2,A,bimanual,3.0,3.0,0.24309459328651428,3.085315704345703,2.9943442344665527,0.09097129851579666,114.2518,1,0.09690204172601917,2,12,6,0,0,1
134,2,A,unimanual,1.0,5.0,0.20831985771656036,3.1547653675079346,3.06557559967041,0.08919000625610352,64.0034,2,0.15777524285554256,2,0,0,3,3,0
